categoria,texto,texto_limpio
sport,"The French star was part of the Chelsea side crushed 5-1 at the Nou Camp in the Champions League quarter-final second leg in 2000.Marcel Desailly insists there is no chance of history repeating itself when Chelsea take on Barcelona on Wednesday.Former Chelsea captain Desailly, who is now playing for Al-Gharafa in Qatar, says there is no comparison between that side and the current Blues team, who are top of the Premiership.""And it's amazing that Paolo has managed to play at such a high level for such a long time.""""The whole of Chelsea is different now - the chairman, the manager and all the players,"" he said.World Cup winner Desailly saw huge changes during his time at Stamford Bridge.He won the 1998 World Cup and 2000 European Championship with France, the Champions League in 1993 with Marseilles and 1994 with AC Milan, two Serie A titles and the FA Cup in 2000 with Chelsea.""I'm happy that they have managed to play so long at a high level,"" he said.Chelsea have not played Barcelona since that quarter-final tie five years ago.""Since that game in 2000, Chelsea have gained more experience in Europe and were very close to reaching the Champions League final last season.""Desailly is one of the most decorated players in the history of football.",french star part chelsea side crushed nou camp champion league quarterfinal second leg marcel desailly insists chance history repeating chelsea take barcelona wednesdayformer chelsea captain desailly playing algharafa qatar say comparison side current blue team top premiershipand amazing paolo managed play high level long timethe whole chelsea different chairman manager player saidworld cup winner desailly saw huge change time stamford bridgehe world cup european championship france champion league marseille ac milan two serie title fa cup chelseaim happy managed play long high level saidchelsea played barcelona since quarterfinal tie five year agosince game chelsea gained experience europe close reaching champion league final last seasondesailly one decorated player history football
sport,"The French star was part of the Chelsea side crushed 5-1 at the Nou Camp in the Champions League quarter-final second leg in 2000.Marcel Desailly insists there is no chance of history repeating itself when Chelsea take on Barcelona on Wednesday.Former Chelsea captain Desailly, who is now playing for Al-Gharafa in Qatar, says there is no comparison between that side and the current Blues team, who are top of the Premiership.""And it's amazing that Paolo has managed to play at such a high level for such a long time.""""The whole of Chelsea is different now - the chairman, the manager and all the players,"" he said.World Cup winner Desailly saw huge changes during his time at Stamford Bridge.He won the 1998 World Cup and 2000 European Championship with France, the Champions League in 1993 with Marseilles and 1994 with AC Milan, two Serie A titles and the FA Cup in 2000 with Chelsea.""I'm happy that they have managed to play so long at a high level,"" he said.Chelsea have not played Barcelona since that quarter-final tie five years ago.""Since that game in 2000, Chelsea have gained more experience in Europe and were very close to reaching the Champions League final last season.""Desailly is one of the most decorated players in the history of football.",french star part chelsea side crushed nou camp champion league quarterfinal second leg marcel desailly insists chance history repeating chelsea take barcelona wednesdayformer chelsea captain desailly playing algharafa qatar say comparison side current blue team top premiershipand amazing paolo managed play high level long timethe whole chelsea different chairman manager player saidworld cup winner desailly saw huge change time stamford bridgehe world cup european championship france champion league marseille ac milan two serie title fa cup chelseaim happy managed play long high level saidchelsea played barcelona since quarterfinal tie five year agosince game chelsea gained experience europe close reaching champion league final last seasondesailly one decorated player history football
sport,"Chelsea manager Jose Mourinho expects the Champions League clash with Barcelona to be a fight to the finish.Barcelona star Ronaldinho admitted: ""I think that it is going to be a difficult match for us because Chelsea have a good team full of big stars.Nevertheless, Barcelona are accustomed to playing big games at the Nou Camp, where they have to face the likes of Real Madrid each season.Mourinho is relishing the first leg of the tie against his former club in the last 16 in the Nou Camp.He said: ""I wouldn't be surprised if nothing had been decided by the last minute of the return leg and the match had to go into extra time.""I have been managing for five years and I have the same amount of Champions League trophies to my name.""",chelsea manager jose mourinho expects champion league clash barcelona fight finishbarcelona star ronaldinho admitted think going difficult match u chelsea good team full big starsnevertheless barcelona accustomed playing big game nou camp face like real madrid seasonmourinho relishing first leg tie former club last nou camphe said wouldnt surprised nothing decided last minute return leg match go extra timei managing five year amount champion league trophy name
sport,"Arsenal were handed a potential home tie against fellow Londoners West Ham, providing the Hammers come through their replay against Sheffield United.: Bolton v Derby or Fulham  West Bromwich Albion or Tottenham v Nottingham Forest  Everton v Manchester United  Charlton Athletic v Leicester City  Burnley v Blackburn  Southampton v Brentford or Hartlepool  Newcastle v Chelsea  Arsenal v West Ham or Sheffield United  Ties to be played on 19/20 February.United were drawn against Everton, while Chelsea face a trip to Newcastle.Nottingham Forest boss Gary Megson could face a trip back to old club West Brom if they come through their fourth-round replay against Tottenham.",arsenal handed potential home tie fellow londoner west ham providing hammer come replay sheffield united bolton v derby fulham west bromwich albion tottenham v nottingham forest everton v manchester united charlton athletic v leicester city burnley v blackburn southampton v brentford hartlepool newcastle v chelsea arsenal v west ham sheffield united tie played februaryunited drawn everton chelsea face trip newcastlenottingham forest bos gary megson could face trip back old club west brom come fourthround replay tottenham
sport,"Bolton boss Sam Allardyce has signed Roma defender Vincent Candela on a five-month deal.""In light of what has happened to Nicky Hunt, with his injury, it might be a blessing in disguise that we can bring in a highly-experienced full-back to help with our injuries at the back,"" Allardyce said.""He has an outstanding pedigree in the game and has won honours at the highest level including the World Cup in 1998.""He has not played regular football this year but is eager to impress in the Premiership.",bolton bos sam allardyce signed rom defender vincent candela fivemonth dealin light happened nicky hunt injury might blessing disguise bring highlyexperienced fullback help injury back allardyce saidhe outstanding pedigree game honour highest level including world cup played regular football year eager impress premiership
sport,"Stuart has extensive top-flight experience with Everton, Chelsea and Charlton and can play across the midfield positions.Stuart, a former England Under-21 international, made 110 appearances for Chelsea, scoring 18 goals, before joining Everton.Norwich have signed Charlton midfielder Graham Stuart until the end of the season for an undisclosed fee.He joins Norwich with the Norfolk club second-from-bottom in the Premiership, but Stuart is confident that the Carrow Road outfit have a bright future.Stuart spent just over four years at Goodison Park, making 125 senior appearances and scoring 25 goals, before signing for Sheffield United - where he scored 12 goals in 68 appearances.Canaries boss Nigel Worthington added: ""I'm delighted that Graham will be joining us until the end of the season.",stuart extensive topflight experience everton chelsea charlton play across midfield positionsstuart former england international made appearance chelsea scoring goal joining evertonnorwich signed charlton midfielder graham stuart end season undisclosed feehe join norwich norfolk club secondfrombottom premiership stuart confident carrow road outfit bright futurestuart spent four year goodison park making senior appearance scoring goal signing sheffield united scored goal appearancescanaries bos nigel worthington added im delighted graham joining u end season
sport,"Newcastle striker Craig Bellamy is discussing a possible short-term loan move to Celtic, BBC Sport understands.Bellamy was fined two weeks' wages after a live TV interview in which he accused Souness of lying, following a very public dispute about what position Bellamy should play in the side.The Welsh striker has rejected a move to Birmingham after falling out with Magpies manager Graeme Souness.And it is unlikely that Newcastle would allow the player to go on loan to another Premiership club.Souness said: ""He can't play for me ever again.",newcastle striker craig bellamy discussing possible shortterm loan move celtic bbc sport understandsbellamy fined two week wage live tv interview accused souness lying following public dispute position bellamy play sidethe welsh striker rejected move birmingham falling magpie manager graeme sounessand unlikely newcastle would allow player go loan another premiership clubsouness said cant play ever
sport,"Arsenal's Sol Campbell has called the rivalry between Manchester United and the Gunners ""bitter and personal"".I'm starting a little with French, of course.""With tensions spilling over afterwards - United boss Sir Alex Ferguson was allegedly pelted with pizza in the players' tunnel - there is little surprise that so much is riding on the return encounter on.""After all that has happened, if we beat them it will be one of our sweetest ever wins, especially because of how we lost to them up there.""""Everyone at Arsenal has been waiting for this game,"" said Campbell.""It is just more bitter and personal against United,"" the defender told The Guardian newspaper.""We are up for this one.""",arsenal sol campbell called rivalry manchester united gunner bitter personalim starting little french coursewith tension spilling afterwards united bos sir alex ferguson allegedly pelted pizza player tunnel little surprise much riding return encounter onafter happened beat one sweetest ever win especially lost thereeveryone arsenal waiting game said campbellit bitter personal united defender told guardian newspaperwe one
sport,"Blackburn have said all along that they want Â£6m for the midfielder and Williams has rejected proposals from Rangers over a player-swap deal.Williams conceded any deal for Ferguson was looking ""unlikely"" before the close of the transfer window but Rangers still had a chance to seal the deal.Williams said: ""We are in dialogue with Glasgow Rangers but we have no agreement.""Blackburn have rejected a third bid from Rangers for Scotland captain Barry Ferguson, BBC Sport has learnt.It is thought Blackburn want Â£6m for the midfielder but chief executive John Williams has confirmed the club are still ""in dialogue"" with Rangers.On Thursday Rangers said they would not be increasing their offer of Â£4m.",blackburn said along want midfielder williams rejected proposal ranger playerswap dealwilliams conceded deal ferguson looking unlikely close transfer window ranger still chance seal dealwilliams said dialogue glasgow ranger agreementblackburn rejected third bid ranger scotland captain barry ferguson bbc sport learntit thought blackburn want midfielder chief executive john williams confirmed club still dialogue rangerson thursday ranger said would increasing offer
sport,"Mauritius host the first group, and their opponents are Madagascar, the Seychelles and South Africa.Seychelles v South Africa  Mauritius v Madagascar  Winners meet in final match  Mozambique v Zimbabwe  Namibia v Botswana  Winners meet in final match  Lesotho v Malawi  Zambia v Swaziland  Winners meet in final matchBafana Bafana play the Seychelles before Mauritius take on Madagascar in a double-header on 26 February.The two winners return to the New George V stadium the next day and the victor of the group decider advances to August's final mini-tournament.The teams are now divided into three group of four and play knock-out matches on successive days to determine the group champions.Last year Bafana Bafana were humbled in the first by minnows Mauritius who beat them 2-0 in Curepipe.",mauritius host first group opponent madagascar seychelles south africaseychelles v south africa mauritius v madagascar winner meet final match mozambique v zimbabwe namibia v botswana winner meet final match lesotho v malawi zambia v swaziland winner meet final matchbafana bafana play seychelles mauritius take madagascar doubleheader februarythe two winner return new george v stadium next day victor group decider advance august final minitournamentthe team divided three group four play knockout match successive day determine group championslast year bafana bafana humbled first minnow mauritius beat curepipe
sport,"Reid rejected a move to Southampton after Forest accepted a cash-plus-players offer while Spurs had made previous bids for the 22-year-old.Forest chief executive Mark Arthur said: ""We've received an Â£8m bid from Spurs for the two players and we're considering the offer.""Spurs had seen previous bids of Â£3m, Â£4m and Â£5m for Reid rejected by the Championship club.",reid rejected move southampton forest accepted cashplusplayers offer spur made previous bid yearoldforest chief executive mark arthur said weve received bid spur two player considering offerspurs seen previous bid reid rejected championship club
sport,"""The best thing is, it's a home game.Exeter City face a home tie against Middlesbrough if they can see off holders Manchester United in a replay.Birmingham manager Steve Bruce admitted their trip to Stamford Bridge to face Premiership leaders Chelsea was the toughest draw possible.Oldham's reward for beating Manchester City is a home tie with Bolton, while Yeovil will be away to Charlton.Brentford boss Martin Allen remained cautious despite his side's favourable draw - a home tie with either Hartlepool or Boston.""I've said before, I can walk away from Portsmouth with my head held high, I'm proud of what I did there and no one can take that away from me,"" said Redknapp.Saints boss Redknapp was upbeat about the draw despite having to face the club he walked out on just six weeks ago.New Southampton manager Harry Redknapp faces an immediate reunion with his old club Portsmouth after they were drawn together in the FA Cup fourth round.",best thing home gameexeter city face home tie middlesbrough see holder manchester united replaybirmingham manager steve bruce admitted trip stamford bridge face premiership leader chelsea toughest draw possibleoldhams reward beating manchester city home tie bolton yeovil away charltonbrentford bos martin allen remained cautious despite side favourable draw home tie either hartlepool bostonive said walk away portsmouth head held high im proud one take away said redknappsaints bos redknapp upbeat draw despite face club walked six week agonew southampton manager harry redknapp face immediate reunion old club portsmouth drawn together fa cup fourth round
sport,"Real Madrid are closing in on a Â£2m deal for Everton's Thomas Gravesen after the Dane's agent travelled to Spain to hold talks about a move.The 28-year-old's contract expires in the summer, but Real want a quick deal.Everton must weigh up whether it is worth taking the money on offer for Real and risk their own ambitions for European football.Manager David Moyes has defiantly claimed that he expects Gravesen to still be at Everton when the transfer window closes at the end of January.Everton must decide whether to cash in now on the Denmark midfield man, or risk losing him for nothing in the summer.Sivabaek added: ""I will be meeting Real on Wednesday.",real madrid closing deal evertons thomas gravesen dane agent travelled spain hold talk movethe yearolds contract expires summer real want quick dealeverton must weigh whether worth taking money offer real risk ambition european footballmanager david moyes defiantly claimed expects gravesen still everton transfer window close end januaryeverton must decide whether cash denmark midfield man risk losing nothing summersivabaek added meeting real wednesday
sport,"Klinsmann added: ""If he is not playing regularly he cannot be Germany's number one keeper, or even number two keeper.Germany coach Jurgen Klinsmann has warned goalkeeper Jens Lehmann he may have to quit Arsenal to keep his World Cup dreams alive.""The situation for Jens is that he is currently the number two keeper at Arsenal.""If Jens is not Arsenal's number one keeper, that is a problem for me.",klinsmann added playing regularly cannot germany number one keeper even number two keepergermany coach jurgen klinsmann warned goalkeeper jens lehmann may quit arsenal keep world cup dream alivethe situation jens currently number two keeper arsenalif jens arsenal number one keeper problem
sport,"Hassel says Juninho, who has just bought a new home, would ""desperately like to stay at Celtic"" but will seek a move if it is made clear that he is not wanted.""I know there is interest from a Brazilian club, but I know Juninho doesn't want to go there,"" said Hassel.The attacking midfielder also claims he has not had the backing of boss Martin O'Neill since his move to Celtic Park.In fact, he wants to stay at Celtic.""Juninho's agent has confirmed that the player is hoping for talks with Martin O'Neill as the Brazilian midfielder comes closer to departing Celtic.It would not be a bad move for him.""Juninho wants assurances that he will return to O'Neill's first-team plans.But it was being stressed to BBC Sport that Juninho would prefer to remain with the Scottish champions.He has become frustrated with his lack of first-team action since his move from Middlesbrough in the summer.Hassall made it clear that a move to Manchester City, who are badly in need of a midfield play-maker, was more of a possibility than Botafogo, or Mexican outfit Red Sharks Veracruz, who also expressed an interest.",hassel say juninho bought new home would desperately like stay celtic seek move made clear wantedi know interest brazilian club know juninho doesnt want go said hasselthe attacking midfielder also claim backing bos martin oneill since move celtic parkin fact want stay celticjuninhos agent confirmed player hoping talk martin oneill brazilian midfielder come closer departing celticit would bad move himjuninho want assurance return oneills firstteam plansbut stressed bbc sport juninho would prefer remain scottish championshe become frustrated lack firstteam action since move middlesbrough summerhassall made clear move manchester city badly need midfield playmaker possibility botafogo mexican outfit red shark veracruz also expressed interest
sport,"Arsenal manager Arsene Wenger has signed a new contract to stay at the club until May 2008.""Since his arrival in 1996, he has revolutionised the club both on and off the pitch.Wenger has ended speculation about his future by agreeing a long-term contract that takes him beyond the opening of Arsenal's new stadium in two years.He said: ""Signing a new contract just rubber-stamps my desire to take this club forward and fulfil my ambitions.""As well as the six major honours he's won during his time here, Arsene has been a leading influence behind all the major initiatives at the club including the construction of our new training centre and also our new stadium.Chairman Peter Hill-Wood said: ""We are absolutely delighted that Arsene has signed an extension to his contract.Wenger has won the title and the FA Cup three times each during his reign.",arsenal manager arsene wenger signed new contract stay club may since arrival revolutionised club pitchwenger ended speculation future agreeing longterm contract take beyond opening arsenal new stadium two yearshe said signing new contract rubberstamps desire take club forward fulfil ambitionsas well six major honour he time arsene leading influence behind major initiative club including construction new training centre also new stadiumchairman peter hillwood said absolutely delighted arsene signed extension contractwenger title fa cup three time reign
sport,"West Ham boss Alan Pardew said: ""It's a shame because I thought there was good English banter in the crowd.The FA is to take action after trouble marred Wednesday's Carling Cup tie between Chelsea and West Ham.Chelsea assistant boss Steve Clarke said: ""I would rather talk about the football but we think it was something thrown from the crowd.Kezman was forced off the field to receive treatment on a cut above his eye but was able to continue.Former Hammers star Joe Cole also had a plastic bottle thrown at him, while Frank Lampard was pelted with coins as he was preparing to take a penalty.A spokeswoman for Chelsea said the club would await the referee's report before deciding on its course of action.From where I was standing I didn't see any trouble.""",west ham bos alan pardew said shame thought good english banter crowdthe fa take action trouble marred wednesday carling cup tie chelsea west hamchelsea assistant bos steve clarke said would rather talk football think something thrown crowdkezman forced field receive treatment cut eye able continueformer hammer star joe cole also plastic bottle thrown frank lampard pelted coin preparing take penaltya spokeswoman chelsea said club would await referee report deciding course actionfrom standing didnt see trouble
sport,"But Edu was highly critical of the ferocity of some of United's challenges during the game, particularly on Jose Antonio Reyes.However, Edu tried to play down the incidents, adding: ""There was nothing that I haven't seen in Brazilian derbies.The Brazilian confirmed tempers had flared but could shed no light on reports that food was thrown at United boss Sir Alex Ferguson.""Reyes was being kicked all over the park - they were beating up the boy and Gary Neville was tackling in such a way that he should have been sent off.""I like to play in games like this with this intense rivalry.""",edu highly critical ferocity uniteds challenge game particularly jose antonio reyeshowever edu tried play incident adding nothing havent seen brazilian derbiesthe brazilian confirmed temper flared could shed light report food thrown united bos sir alex fergusonreyes kicked park beating boy gary neville tackling way sent offi like play game like intense rivalry
sport,"It emerged that Mutu had failed a drugs test on October 18 and, although it was initially reported that the banned substance in question was cocaine.Chelsea have sacked Adrian Mutu after he failed a drugs test.""In coming to a decision on this case, Chelsea believed the club's social responsibility to its fans, players, employees and other stakeholders in football regarding drugs was more important than the major financial considerations to the company.The Football Association has yet to act on Mutu's failed drugs test and refuses to discuss his case.""It is a very clear stance by Chelsea and it has given a strong boost to the reputation of the club.""A statement from Chelsea explaining the decision read:""We want to make clear that Chelsea has a zero tolerance policy towards drugs.""""Any player who takes drugs breaches his contract with the club as well as Football Association rules.""It was a very difficult decision for them and an expensive decision for them but the terms of his contract were breached and it was the only decision they could make.And the sport's world governing body has re-iterated their stance over Mutu's failed drugs test, maintaining it is a matter for the domestic sporting authorities.",emerged mutu failed drug test october although initially reported banned substance question cocainechelsea sacked adrian mutu failed drug testin coming decision case chelsea believed club social responsibility fan player employee stakeholder football regarding drug important major financial consideration companythe football association yet act mutus failed drug test refuse discus caseit clear stance chelsea given strong boost reputation cluba statement chelsea explaining decision readwe want make clear chelsea zero tolerance policy towards drugsany player take drug breach contract club well football association rulesit difficult decision expensive decision term contract breached decision could makeand sport world governing body reiterated stance mutus failed drug test maintaining matter domestic sporting authority
sport,"The tackle on Heinze was terrible,"" he said.""There were 24 fouls in the game by Arsenal, seven on Heinze, five on Ronaldo, six by Vieira - and it was only his sixth foul that got him booked.Ferguson believes Henry deliberately caught Heinze on the head with his knee during United's controversial win.""Edu produced a terrible tackle on Scholes that was a potential leg-breaker,"" he said.Sir Alex Ferguson has called on the Football Association to punish Arsenal's Thierry Henry for an incident involving Gabriel Heinze.The United boss said it was worse than Ruud van Nistelrooy's foul on Ashley Cole for which he got a three-game ban.Ferguson was also upset by Arsenal's overall discipline during the heated encounter between the two arch-rivals and praised his own side's behaviour.",tackle heinze terrible saidthere foul game arsenal seven heinze five ronaldo six vieira sixth foul got bookedferguson belief henry deliberately caught heinze head knee uniteds controversial winedu produced terrible tackle scholes potential legbreaker saidsir alex ferguson called football association punish arsenal thierry henry incident involving gabriel heinzethe united bos said worse ruud van nistelrooys foul ashley cole got threegame banferguson also upset arsenal overall discipline heated encounter two archrivals praised side behaviour
sport,"But Mutu has hit out at the club's decision, saying: ""Chelsea have destroyed me.""Mutu was sacked by Chelsea on Friday after testing positive for cocaine - a move Wenger has backed.Arsenal boss Arsene Wenger would consider signing Adrian Mutu once the striker has served his drugs ban.""I didn't expect them to pay me while I was suspended but I never thought they would sack me either.Mutu faces a ban of between six months and two years when the Football Association decides on his punishment.Chelsea decided to act before his case was heard and sacked the striker on grounds of gross misconduct after it was revealed that he had failed a drug test.To make an example of me?It makes it very difficult for me now.""""But once he has served his suspension, he has the right again to start from zero.",mutu hit club decision saying chelsea destroyed memutu sacked chelsea friday testing positive cocaine move wenger backedarsenal bos arsene wenger would consider signing adrian mutu striker served drug ban didnt expect pay suspended never thought would sack eithermutu face ban six month two year football association decides punishmentchelsea decided act case heard sacked striker ground gross misconduct revealed failed drug testto make example meit make difficult nowbut served suspension right start zero
sport,"Tottenham manager Jacques Santini has resigned for ""personal reasons"".Arnesen said the club were sad to see Santini go: ""We are obviously disappointed that Jacques is leaving us.We wish Jacques well.""Santini said: ""My time at Tottenham has been memorable and it is with deep regret that I take my leave.We fully respect his decision.""I can assure you that the club will act swiftly to minimise the impact of Jacques' departure.",tottenham manager jacques santini resigned personal reasonsarnesen said club sad see santini go obviously disappointed jacques leaving uswe wish jacques wellsantini said time tottenham memorable deep regret take leavewe fully respect decisioni assure club act swiftly minimise impact jacques departure
sport,"Disgraced former Chelsea striker Adrian Mutu is to begin talks with Juventus as he looks for a new club.Mutu, banned by the English FA, can resume playing next May.""Mutu will be in our club's main stand to watch the match between Juventus and Fiorentina,"" said a Juventus official, who declined to be named.",disgraced former chelsea striker adrian mutu begin talk juventus look new clubmutu banned english fa resume playing next maymutu club main stand watch match juventus fiorentina said juventus official declined named
sport,"Uefa says it will allow European matches to be played on artificial pitches from the start of next season.Uefa spokesman Rob Faulkner said: ""People in England have bad memories of the artificial pitches of Luton and QPR in the 1980s, but the latest generation are completely different and are much more like grass.Several leading clubs from Scandinavia, Russia and eastern Europe - especially those who only play Champions League or Uefa Cup matches in winter - are now expected to instal artificial pitches.Luton, Preston, Queens Park Rangers and other clubs used to have plastic pitches during the the 1980s but, after a two-year study, Uefa insists the surfaces have moved on.",uefa say allow european match played artificial pitch start next seasonuefa spokesman rob faulkner said people england bad memory artificial pitch luton qpr latest generation completely different much like grassseveral leading club scandinavia russia eastern europe especially play champion league uefa cup match winter expected instal artificial pitchesluton preston queen park ranger club used plastic pitch twoyear study uefa insists surface moved
sport,"Premiership side Newcastle United face a trip to Ryman Premier League leaders Yeading in the FA Cup third round.A number of Premiership teams face difficult away games against Championship sides on the weekend of 8/9 January.Third-placed Everton visit Plymouth, Liverpool travel to Burnley, Crystal Palace go to Sunderland, Fulham face Carling Cup semi-finalists Watford, Bolton meet Ipswich, while Aston Villa were drawn against Sheffield United.The only other non-League side in the draw are Hinckley United, who held Brentford to a goalless draw on Sunday.Conference side Exeter City, who knocked out Doncaster on Saturday, will travel to Old Trafford to meet holders Manchester United in January.",premiership side newcastle united face trip ryman premier league leader yeading fa cup third rounda number premiership team face difficult away game championship side weekend januarythirdplaced everton visit plymouth liverpool travel burnley crystal palace go sunderland fulham face carling cup semifinalist watford bolton meet ipswich aston villa drawn sheffield unitedthe nonleague side draw hinckley united held brentford goalless draw sundayconference side exeter city knocked doncaster saturday travel old trafford meet holder manchester united january
sport,"""Playing for eighth place is good but I miss the Champions League.Anelka, 25, is in talks over a contract extension beyond 2007 with City but is believed to fear his career will go stale if he stays at the club.Striker Nicolas Anelka reportedly wants to leave Manchester City in search of Champions League football.""I won it with Real Madrid in 2000 and I need to be playing in it - and I should be playing in it.The News of the World reports that Anelka told a French magazine: ""I either decide to win titles or to have an easy life.He added: ""To win titles you need players who have the capability of doing so.",playing eighth place good miss champion leagueanelka talk contract extension beyond city believed fear career go stale stay clubstriker nicolas anelka reportedly want leave manchester city search champion league footballi real madrid need playing playing itthe news world report anelka told french magazine either decide win title easy lifehe added win title need player capability
sport,"Tottenham sporting director Frank Arnesen has denied that coach Jacques Santini resigned because of a clash of personalities at White Hart Lane.""When it comes down to personal problems, I don't think we should talk about timing,"" he said.He is the one who said 'I will go' and so he went'"", said the Spurs sporting director.""I think the problems go a lot deeper, between the director of football at White Hart Lane and Santini,"" Stevens told Five Live.Arnesen said he was unable to throw any light onto the problems that caused Santini to quit after just 13 games in charge.""He has talked to me recently and said this matter is absolutely for himself.""But Frank Arnesen was a very creative, forward-thinking and expansive player - whereas I think Santini was very much the opposite, more a case of being organised, disciplined and happy not conceding goals.Tottenham's structure of having a sporting director working alongside a coach is based on a continental model and Arnesen sees no reason why they should change it.I am confident that we have started something here in July and I still have a lot of confidence in Tottenham and what we are doing,"" he said.""It is absolutely not true,"" Arnesen told BBC Radio Five Live.",tottenham sporting director frank arnesen denied coach jacques santini resigned clash personality white hart lanewhen come personal problem dont think talk timing saidhe one said go went said spur sporting directori think problem go lot deeper director football white hart lane santini stevens told five livearnesen said unable throw light onto problem caused santini quit game chargehe talked recently said matter absolutely himselfbut frank arnesen creative forwardthinking expansive player whereas think santini much opposite case organised disciplined happy conceding goalstottenhams structure sporting director working alongside coach based continental model arnesen see reason change iti confident started something july still lot confidence tottenham saidit absolutely true arnesen told bbc radio five live
sport,"Graeme Souness believes Walter Smith would be the perfect choice to succeed Berti Vogts as Scotland manager.""He was my assistant with Scotland and here at Manchester United and he has also managed Glasgow Rangers.BBC Sport understands that Smith would be willing to discuss taking over if he was approached by the Scottish FA.Ferguson said: ""He (Smith) would be the outstanding candidate as far as I'm concerned.""You need somebody who knows what they're doing and Walter would bring a wealth of experience to the job.""Other candidates for the job include former Scotland midfielders Gordon Strachan and Gary McAllister and Vogts' assistant Tommy Burns.""He would need to change the whole shape of Scottish football and radical changes are needed.""Smith was assistant to Ferguson at the World Cup in Mexico in 1986.Smith already has the backing of many pundits and fans, including former Scotland manager Craig Brown.The Scottish Football Association has appointed Tommy Burns as provisional caretaker-boss for the friendly against Sweden on 17 November.""On top of all that he is a proper human being who would command the instant respect of the players and everyone involved in Scottish football.""",graeme souness belief walter smith would perfect choice succeed berti vogts scotland managerhe assistant scotland manchester united also managed glasgow rangersbbc sport understands smith would willing discus taking approached scottish faferguson said smith would outstanding candidate far im concernedyou need somebody know theyre walter would bring wealth experience jobother candidate job include former scotland midfielders gordon strachan gary mcallister vogts assistant tommy burnshe would need change whole shape scottish football radical change neededsmith assistant ferguson world cup mexico smith already backing many pundit fan including former scotland manager craig brownthe scottish football association appointed tommy burn provisional caretakerboss friendly sweden novemberon top proper human would command instant respect player everyone involved scottish football
sport,"You need a bit of both but it will be as hard for the Arsenal players as it is for the Chelsea boys.""""Another incredible quality that Mourinho has is that every player, even though the fans may consider them to be a stars, within the dressing-room they are absolutely equal.Gallas has been given extra confidence by the impact manager Jose Mourinho has had since taking over as manager during the summer.""Mourinho reminds everyone but he doesn't have to because he has created a wonderful atmosphere where everybody is playing and laughing every day.""Obviously, nobody at Chelsea wants to come second but you never know what happens in football.And the French international defender believes Mourinho is perfectly suited to boss the squad of Chelsea stars and says his managerial expertise will prevent any player revolt.""We will be challenging to come first as much as every Arsenal player will be challenging to come first.""",need bit hard arsenal player chelsea boysanother incredible quality mourinho every player even though fan may consider star within dressingroom absolutely equalgallas given extra confidence impact manager jose mourinho since taking manager summermourinho reminds everyone doesnt created wonderful atmosphere everybody playing laughing every dayobviously nobody chelsea want come second never know happens footballand french international defender belief mourinho perfectly suited bos squad chelsea star say managerial expertise prevent player revoltwe challenging come first much every arsenal player challenging come first
sport,"It is particularly strange as - until last week - Tevez was not even an especially big name in Brazil, where the Argentine Championship is not shown.'The new Maradona' - Carlos Tevez - is joining Corinthians for nearly $20m in a strong candidate for the strangest move of the year.Hounded by the press, Tevez grew tired of his life in Buenos Aires.Some 65 years ago Bernardo Gandulla left Boca Juniors in his native Argentina and headed for Brazil.Like so many of the top South American players, Tevez has the gift of being able to surprise - to feint right and go left, to pass when he was expected to dribble, to shoot and catch the goalkeeper unawares.Corinthians - or the London-based company who have just entered into partnership with them - appear to have paid well above the odds for Tevez.Tevez, then, can kiss tranquillity goodbye.The most turbulent place in this frenetic city is Sport Club Corinthians.So now he says that he is heading for Corinthians in search of 'tranquillity.'But the subsequent months have not been easy for Tevez.Corinthians have not qualified.It is the most passionately supported club in Brazil.Boca re-signed Martin Palermo, forcing Tevez to vacate his favoured centre forward role.Another Boca Juniors player is coming to Brazil.",particularly strange last week tevez even especially big name brazil argentine championship shownthe new maradona carlos tevez joining corinthian nearly strong candidate strangest move yearhounded press tevez grew tired life buenos airessome year ago bernardo gandulla left boca junior native argentina headed brazillike many top south american player tevez gift able surprise feint right go left pas expected dribble shoot catch goalkeeper unawarescorinthians londonbased company entered partnership appear paid well odds teveztevez kiss tranquillity goodbyethe turbulent place frenetic city sport club corinthiansso say heading corinthian search tranquillitybut subsequent month easy tevezcorinthians qualifiedit passionately supported club brazilboca resigned martin palermo forcing tevez vacate favoured centre forward roleanother boca junior player coming brazil
sport,"Last month Wenger said he we was hopeful Edu would sign a new deal and played down suggestions that the lure of a club like Real Madrid would be too strong for Edu.Arsenal's Brazilian midfielder Edu has hit out at the club for stalling over offering him a new contract.He told BBC Sport: ""I'm not sure if I want to stay or not because the club have let the situation go on this far.I want to sort it out as soon as possible, that's in the best interests of both the club and myself.Edu said: ""I've just heard stories from the news that the Madrid president Florentino Perez, the Valencia people, as well as Barcelona are interested.Edu is now able to begin negotiations with other clubs because Fifa regulations allow players to start talks six months before their contracts expire.""That's nice, but I've never talked to them, so I can't say they want me sign 100%.""",last month wenger said hopeful edu would sign new deal played suggestion lure club like real madrid would strong eduarsenals brazilian midfielder edu hit club stalling offering new contracthe told bbc sport im sure want stay club let situation go fari want sort soon possible thats best interest club myselfedu said ive heard story news madrid president florentino perez valencia people well barcelona interestededu able begin negotiation club fifa regulation allow player start talk six month contract expirethats nice ive never talked cant say want sign
